Overall,Team,Player,Nat.,Pos,Age,To,Amateur Team,GP,G,A,PTS,+/-,PIM,GP,W,L,T/O,SV%,GAA,PS
125,Pittsburgh Penguins,Tommi Leinonen,FI,D,18,,Karpat Oulu Jr. (Finland-Jr.),,,,,,,,,,,,,
125,Pittsburgh Penguins,Chad Johnson,CA,G,20,2019,Alaska-Fairbanks ( ),192,0,3,3,0,0,192,80,72,15,0.907,2.73,26.4
125,Washington Capitals,Brett Leffler,CA,RW,18,,Regina (WHL),,,,,,,,,,,,,
125,St. Louis Blues,Kristofer Berglund,SE,D,20,,Bjorkloven (Sweden-2),,,,,,,,,,,,,
125,Atlanta Thrashers,Cody Sol,CA,D,18,,Saginaw (OHL),,,,,,,,,,,,,
125,New York Islanders,Tony Dehart,US,D,20,,Oshawa (OHL),,,,,,,,,,,,,
125,New York Islanders,John Persson,SE,LW,19,2014,Red Deer (WHL),10,1,0,1,-4,6,,,,,,,-0.2
125,New York Islanders,Doyle Somerby,US,D,18,,Kimball Union (High-NH),,,,,,,,,,,,,
125,Nashville Predators,Saku Maenalanen,FI,RW,19,2019,Karpat Jr. (Finland-Jr.),34,4,4,8,0,20,,,,,,,0.7
126,San Jose Sharks,Torrey Mitchell,CA,C,19,2018,Hotchkiss (High-CT),666,67,85,152,-10,351,,,,,,,10
126,Pittsburgh Penguins,Tim Crowder,CA,RW,18,,South Surrey (BCHL),,,,,,,,,,,,,
126,New York Islanders,Shane Sims,US,D,18,2011,Des Moines (USHL),1,0,0,0,0,0,,,,,,,0
126,Chicago Blackhawks,Joe Lavin,US,D,18,,U.S. National U-18 (USNTDP),,,,,,,,,,,,,
126,New York Islanders,Kevin Poulin,CA,G,18,2015,Victoriaville (QMJHL),50,0,1,1,0,0,50,18,25,3,0.899,3.07,6
126,Los Angeles Kings,David Kolomatis,US,D,20,,Owen Sound (OHL),,,,,,,,,,,,,
126,Nashville Predators,Patrick Cehlin,SE,RW,19,,Djurgarden (Sweden),,,,,,,,,,,,,
126,Ottawa Senators,Fredrik Claesson,SE,D,18,2022,Djurgarden (Sweden),170,7,21,28,-7,62,,,,,,,5.4
126,Toronto Maple Leafs,Dominic Toninato,US,C,18,2022,Duluth East (High-MN),136,10,15,25,4,69,,,,,,,1.5
126,Carolina Hurricanes,Brent Pedersen,CA,LW,18,,Kitchener (OHL),,,,,,,,,,,,,
127,New York Rangers,Ryan Callahan,US,RW,19,2019,Guelph (OHL),757,186,200,386,5,428,,,,,,,41.3
127,Anaheim Ducks,Bobby Bolt,CA,LW,18,,Kingston (OHL),,,,,,,,,,,,,
127,Washington Capitals,Maxime Lacroix,CA,LW,19,,Quebec (QMJHL),,,,,,,,,,,,,
127,Edmonton Oilers,Milan Kytnar,SK,C,18,2012,Topolcany ( ),1,0,0,0,0,0,,,,,,,0
127,Columbus Blue Jackets,Matt Calvert,CA,LW,18,2021,Brandon (WHL),566,95,108,203,-23,376,,,,,,,17.4
127,New York Rangers,Roman Horak,CZ,C,18,2014,Ceske Budejovice (Czech),84,6,13,19,-3,16,,,,,,,1.2
127,San Jose Sharks,Cody Ferriero,US,C,18,,Governor's Acad. (High-MA),,,,,,,,,,,,,
127,New York Islanders,Brenden Kichton,CA,D,19,,Spokane (WHL),,,,,,,,,,,,,
127,Anaheim Ducks,Brian Cooper,US,D,18,,Fargo (USHL),,,,,,,,,,,,,
127,Winnipeg Jets,Tucker Poolman,US,D,20,2022,Omaha (USHL),159,6,16,22,2,38,,,,,,,5.4
128,Detroit Red Wings,Evan McGrath,CA,C,18,,Kitchener (OHL),,,,,,,,,,,,,
128,Calgary Flames,Kevin Lalande,CA,G,18,,Belleville (OHL),,,,,,,,,,,,,
128,Boston Bruins,Andrew Bodnarchuk,CA,D,18,2016,Halifax (QMJHL),42,0,4,4,-9,16,,,,,,,0.1
128,Dallas Stars,Austin Smith,US,RW,18,,The Gunnery (High-CT),,,,,,,,,,,,,
128,Toronto Maple Leafs,Greg Pateryn,US,D,18,2022,Ohio (USHL),290,5,39,44,-13,178,,,,,,,9.4
128,Toronto Maple Leafs,Eric Knodel,US,D,19,,Philadelphia Jr. Flyers (USMAAA),,,,,,,,,,,,,
128,Atlanta Thrashers,Fredrik Pettersson-Wentzel,SE,G,19,,Almtuna (Sweden-2),,,,,,,,,,,,,
128,Columbus Blue Jackets,Seth Ambroz,US,RW,18,,Omaha (USHL),,,,,,,,,,,,,
128,Minnesota Wild,Daniel Gunnarsson,SE,D,20,,Lulea (Sweden),,,,,,,,,,,,,
128,Edmonton Oilers,Evan Campbell,CA,LW,20,,Langley (BCHL),,,,,,,,,,,,,
129,San Jose Sharks,Jason Churchill,CA,G,18,,Halifax (QMJHL),,,,,,,,,,,,,
129,Minnesota Wild,Anthony Aiello,US,D,19,,Thayer Academy (High-MA),,,,,,,,,,,,,
129,Columbus Blue Jackets,Robert Nyholm,FI,RW,18,,HIFK Helsinki Jr. ( ),,,,,,,,,,,,,
129,Dallas Stars,Jamie Benn,CA,LW,18,2022,Victoria (WHL),919,324,427,751,53,710,,,,,,,90.5
129,Toronto Maple Leafs,Joel Champagne,CA,C,18,,Chicoutimi (QMJHL),,,,,,,,,,,,,
129,Dallas Stars,Tomas Vincour,CZ,C,18,2015,Edmonton ( ),95,7,10,17,-9,12,,,,,,,0.7
129,San Jose Sharks,Freddie Hamilton,CA,C,18,2018,Niagara (OHL),75,4,2,6,-9,12,,,,,,,-0.4
129,New Jersey Devils,Blake Pietila,US,LW,18,2019,USA U-18 (USHL),38,1,3,4,-12,12,,,,,,,-0.6
129,Carolina Hurricanes,Brendan Woods,CA,LW,20,2016,Wisconsin (WCHA),7,0,0,0,-1,7,,,,,,,-0.1
129,Buffalo Sabres,Calvin Petersen,US,G,18,2022,Waterloo (USHL),78,0,1,1,0,0,78,33,33,7,0.911,2.78,14.1
130,Pittsburgh Penguins,Michal Sersen,SI,D,18,,Rimouski (QMJHL),,,,,,,,,,,,,
130,Montreal Canadiens,Mathieu Aubin,CA,C,18,,Lewiston (QMJHL),,,,,,,,,,,,,
130,Phoenix Coyotes,Brett Bennett,US,G,18,,U.S. National U-18 (USNTDP),,,,,,,,,,,,,
130,Boston Bruins,Denis Reul,DE,D,18,,Heil./Mann. Jr. ( ),,,,,,,,,,,,,
130,Toronto Maple Leafs,Jerome Flaake,DE,LW,18,,Koln (Germany),,,,,,,,,,,,,
130,Ottawa Senators,Mike Hoffman,CA,C/LW,19,2022,Drummondville (QMJHL),585,199,217,416,-32,203,,,,,,,47.4
130,New York Rangers,Jason Wilson,CA,LW,20,,Owen Sound (OHL),,,,,,,,,,,,,
130,Toronto Maple Leafs,Tony Cameranesi,US,C,18,,Wayzata (High-MN),,,,,,,,,,,,,
130,Winnipeg Jets,Connor Hellebuyck,US,G,19,2022,Odessa (NAHL),360,0,9,9,0,4,360,190,121,33,0.916,2.66,68.6
130,Buffalo Sabres,Gustav Possler,SE,RW,18,,Modo Jr. (Sweden-Jr.),,,,,,,,,,,,,
131,Chicago Blackhawks,Trevor Kell,CA,RW,18,,London (OHL),,,,,,,,,,,,,
131,Columbus Blue Jackets,Tomas Popperle,CZ,G,20,2007,Sparta Praha (Czech),2,0,0,0,0,0,2,0,0,0,0.929,1.35,0.1
131,Phoenix Coyotes,Martin Latal,CZ,RW,18,,Poldi Kladno (Czech),,,,,,,,,,,,,
131,Florida Panthers,John Lee,US,D,18,,Waterloo (USHL),,,,,,,,,,,,,
131,Vancouver Canucks,Prab Rai,CA,C,18,,Seattle (WHL),,,,,,,,,,,,,
131,Carolina Hurricanes,Matt Kennedy,CA,RW,20,,Guelph (OHL),,,,,,,,,,,,,
131,Dallas Stars,John Klingberg,SE,D,18,2022,Frolunda Jr. (Sweden-Jr.),524,66,287,353,3,197,,,,,,,56.4
131,Minnesota Wild,Nick Seeler,US,D,18,2022,Eden Prairie (High-MN),141,3,12,15,-4,124,,,,,,,3.8
131,Boston Bruins,Seth Griffith,CA,C,19,2022,London (OHL),80,8,11,19,-5,24,,,,,,,1.3
131,Dallas Stars,Cole Ully,CA,LW,18,,Kamloops (WHL),,,,,,,,,,,,,
132,Washington Capitals,Oscar Hedman,SE,D,18,,MODO Ornskoldsvik (Sweden),,,,,,,,,,,,,
132,Detroit Red Wings,Darren Helm,CA,C/LW,18,2022,Medicine Hat (WHL),787,116,142,258,-18,244,,,,,,,21
132,Minnesota Wild,Niko Hovinen,FI,G,18,,Jokerit Helsinki ( ),,,,,,,,,,,,,
132,Carolina Hurricanes,Chris Terry,CA,LW,18,2017,Plymouth (OHL),152,22,16,38,-21,34,,,,,,,3.4
132,Chicago Blackhawks,Teigan Zahn,CA,D,18,,Saskatoon (WHL),,,,,,,,,,,,,
132,Nashville Predators,Gabriel Bourque,CA,LW,18,2020,Baie-Comeau (QMJHL),413,40,63,103,-18,75,,,,,,,6.6
132,Anaheim Ducks,Tim Heed,SE,D,19,2020,Sodertalje (Sweden),105,6,23,29,-1,20,,,,,,,5
132,St. Louis Blues,Niklas Lundstrom,SE,G,18,,AIK Jr. (Sweden-Jr.),,,,,,,,,,,,,
132,Colorado Avalanche,Michael Clarke,CA,C,18,,Windsor (OHL),,,,,,,,,,,,,
132,Philadelphia Flyers,Terrance Amorosa,CA,D,18,,Holderness (High-NH),,,,,,,,,,,,,
133,Columbus Blue Jackets,Petr Pohl,CZ,RW,18,,Gatineau (QMJHL),,,,,,,,,,,,,
133,Tampa Bay Lightning,Stanislav Lascek,SK,RW,19,,Chicoutimi (QMJHL),,,,,,,,,,,,,
133,Edmonton Oilers,Bryan Pitton,CA,G,18,,Brampton (OHL),,,,,,,,,,,,,
133,Montreal Canadiens,Joe Stejskal,US,D,19,,Grand Rapids (High-MN),,,,,,,,,,,,,
133,Edmonton Oilers,Philippe Cornet,CA,LW,18,2012,Rimouski (QMJHL),2,0,1,1,0,0,,,,,,,0.1
133,Edmonton Oilers,Olivier Roy,CA,G,18,,Cape Breton (QMJHL),,,,,,,,,,,,,
133,Calgary Flames,Micheal Ferland,CA,LW,18,2020,Brandon (WHL),335,60,74,134,0,200,,,,,,,13.1
133,San Jose Sharks,Sean Kuraly,US,C,18,2022,Indiana (USHL),324,32,54,86,-8,173,,,,,,,4.4
133,Buffalo Sabres,Logan Nelson,US,C,19,,Victoria (WHL),,,,,,,,,,,,,
133,Phoenix Coyotes,Connor Clifton,US,D,18,2022,USA U-18 (USHL),132,4,8,12,16,95,,,,,,,5.3
134,Boston Bruins,Kris Versteeg,CA,RW,18,2018,Lethbridge (WHL),643,149,209,358,9,374,,,,,,,37.9
134,Chicago Blackhawks,Brennan Turner,CA,D,18,,Notre Dame (SJHL),,,,,,,,,,,,,
134,Los Angeles Kings,David Meckler,US,LW,19,,Yale (ECAC),,,,,,,,,,,,,
134,Toronto Maple Leafs,Juraj Mikus,SK,D,18,,Dukla Trencin ( ),,,,,,,,,,,,,
134,Buffalo Sabres,Jacob Lagace,CA,LW,18,,Chicoutimi (QMJHL),,,,,,,,,,,,,
134,Buffalo Sabres,Mark Adams,US,D,18,,Malden Catholic (High-MA),,,,,,,,,,,,,
134,St. Louis Blues,Cody Beach,CA,RW,18,,Calgary (WHL),,,,,,,,,,,,,
134,New York Rangers,Shane McColgan,US,RW,18,,Kelowna (WHL),,,,,,,,,,,,,
134,Dallas Stars,Branden Troock,CA,RW,18,,Seattle (WHL),,,,,,,,,,,,,
134,Chicago Blackhawks,Luke Johnson,US,C,18,2021,Lincoln (USHL),32,1,1,2,-16,13,,,,,,,-1
135,New York Rangers,Roman Psurny,CZ,LW,18,,Zlin Jr. (Slovak-Jr.),,,,,,,,,,,,,
135,Atlanta Thrashers,Tomas Pospisil,CZ,RW,18,,Trinec Jr. (Czech-Jr.),,,,,,,,,,,,,
135,Atlanta Thrashers,Alex Kangas,US,G,19,,Sioux Falls (USHL),,,,,,,,,,,,,
135,Colorado Avalanche,Paul Carey,US,C,18,2020,Salisbury (High-CT),100,8,8,16,-12,20,,,,,,,0.5
135,Columbus Blue Jackets,Tomas Kubalik,CZ,RW,18,2012,Plzen ( ),12,1,3,4,-6,6,,,,,,,0
135,Florida Panthers,Corban Knight,CA,C,19,2019,Okotoks (AJHL),52,4,8,12,-3,4,,,,,,,0.8
135,Boston Bruins,Justin Florek,US,LW,20,2014,Northern Mich. (CCHA),4,1,1,2,1,0,,,,,,,0.3
135,Dallas Stars,Troy Vance,US,D,18,,Victoriaville (QMJHL),,,,,,,,,,,,,
135,New Jersey Devils,Graham Black,CA,C,19,,Swift Current (WHL),,,,,,,,,,,,,
135,Calgary Flames,Eric Roy,CA,D,18,,Brandon (WHL),,,,,,,,,,,,,
136,St. Louis Blues,Nikita Nikitin,RU,D,18,2016,Avangard Omsk 2 (KHL),259,17,59,76,-15,85,,,,,,,14.4
136,Ottawa Senators,Tomas Kudelka,CZ,D,18,,Zlin Jr. (Slovak-Jr.),,,,,,,,,,,,,
136,Columbus Blue Jackets,Nick Sucharski,CA,LW,18,,Michigan State (CCHA),,,,,,,,,,,,,
136,Dallas Stars,Ondrej Roman,CZ,C,18,,Spokane (WHL),,,,,,,,,,,,,
136,Nashville Predators,Taylor Stefishen,CA,LW,18,,Langley (BCHL),,,,,,,,,,,,,
136,Anaheim Ducks,Radoslav Illo,SK,C,19,,Tri-City (USHL),,,,,,,,,,,,,
136,San Jose Sharks,Isaac MacLeod,CA,D,18,,Penticton (BCHL),,,,,,,,,,,,,
136,New York Rangers,Samuel Noreau,CA,D,18,,Baie-Comeau (QMJHL),,,,,,,,,,,,,
136,Ottawa Senators,Robert Baillargeon,US,C,18,,Indiana (USHL),,,,,,,,,,,,,
136,New York Islanders,Victor CrusRydberg,SE,C,18,,Linkoping Jr. (Sweden-Jr.),,,,,,,,,,,,,
137,Carolina Hurricanes,Magnus Akerlund,SE,G,18,,HV 71 Jonkoping Jr. (Sweden-Jr.),,,,,,,,,,,,,
137,Detroit Red Wings,Johan Ryno,SE,RW,19,,Kumla Jr.,,,,,,,,,,,,,
137,New York Rangers,Tomas Zaborsky,SK,W,18,,Dukla Trencin ( ),,,,,,,,,,,,,
137,Los Angeles Kings,Joshua Turnbull,US,C,19,,Waterloo (USHL),,,,,,,,,,,,,
137,Columbus Blue Jackets,Brent Regner,CA,D,19,2016,Vancouver (WCHL),7,0,0,0,-2,4,,,,,,,-0.1
137,Columbus Blue Jackets,Thomas Larkin,GB,D,18,,Exeter (High-NH),,,,,,,,,,,,,
137,Colorado Avalanche,Troy Rutkowski,CA,D,18,,Portland (WHL),,,,,,,,,,,,,
137,Buffalo Sabres,Alex Lepkowski,US,D,18,,Barrie (OHL),,,,,,,,,,,,,
137,Washington Capitals,Connor Carrick,US,D,18,2021,USA U-18 (USHL),241,13,36,49,-22,157,,,,,,,8
137,Minnesota Wild,Carson Soucy,CA,D,19,2022,Spruce Grove (AJHL),146,14,30,44,45,94,,,,,,,11.2
138,Washington Capitals,Pasi Salonen,FI,LW,18,,HIFK Helsinki Jr. (Finland-Jr.),,,,,,,,,,,,,
138,Vancouver Canucks,Matt Butcher,US,C,18,,Chilliwack (BCHL),,,,,,,,,,,,,
138,Dallas Stars,David McIntyre,CA,C,19,2012,Newmarket (OPJHL),7,1,1,2,-1,2,,,,,,,0.2
138,New York Rangers,Max Campbell,CA,C,18,,Strathroy Jr. B ( ),,,,,,,,,,,,,
138,Montreal Canadiens,Maxim Trunev,RU,RW,18,,Cherepovets 2 (Russia-3),,,,,,,,,,,,,
138,Florida Panthers,Wade Megan,US,C,19,2019,South Kent School (High-CT),15,1,1,2,-3,2,,,,,,,0
138,Phoenix Coyotes,Louis Domingue,CA,G,18,2022,Quebec (QMJHL),141,0,2,2,0,6,141,59,59,10,0.905,3.04,20
138,Montreal Canadiens,Darren Dietz,CA,D,18,2016,Saskatoon (WHL),13,1,4,5,-1,13,,,,,,,0.8
138,San Jose Sharks,Daniel O'Regan,DE,C,18,2022,St. Sebastian's (High-MA),26,1,4,5,-4,2,,,,,,,0
138,Ottawa Senators,Vincent Dunn,CA,C,18,,Val-D'Or (QMJHL),,,,,,,,,,,,,
139,Nashville Predators,Kyle Moir,CA,G,18,,Swift Current (WHL),,,,,,,,,,,,,
139,Los Angeles Kings,Patrik Hersley,SE,D,19,,Malmo Jr. (Sweden-Jr.),,,,,,,,,,,,,
139,Montreal Canadiens,Pavel Valentenko,RU,D,18,,Neftekhimik ( ),,,,,,,,,,,,,
139,Buffalo Sabres,Brad Eidsness,CA,G,18,,Okotoks (AJHL),,,,,,,,,,,,,
139,Ottawa Senators,Mark Borowiecki,CA,D,19,2022,Smiths Falls (CJHL),439,15,39,54,-12,788,,,,,,,11.5
139,Montreal Canadiens,Gabriel Dumont,CA,C,18,2020,Drummondville (QMJHL),90,4,5,9,0,48,,,,,,,0
139,Colorado Avalanche,Luke Walker,US,RW,20,,Portland (WHL),,,,,,,,,,,,,
139,Chicago Blackhawks,Andrew Shaw,CA,C,20,2021,Owen Sound (OHL),544,116,131,247,24,573,,,,,,,25.9
139,Chicago Blackhawks,Garret Ross,US,LW,20,,Saginaw (OHL),,,,,,,,,,,,,
139,Detroit Red Wings,Mitchell Wheaton,CA,D,18,,Kelowna (WHL),,,,,,,,,,,,,
140,Chicago Blackhawks,Jake Dowell,US,C,19,2014,Wisconsin (WCHA),157,11,22,33,4,133,,,,,,,2
140,San Jose Sharks,Taylor Dakers,CA,G,19,,Kootenay (WHL),,,,,,,,,,,,,
140,Edmonton Oilers,Cody Wild,US,D,19,,Providence ( ),,,,,,,,,,,,,
140,Minnesota Wild,Cody Almond,CA,C,18,2012,Kelowna (WHL),25,2,0,2,-8,26,,,,,,,-0.2
140,Colorado Avalanche,Mark Olver,CA,C,20,2013,Northern Michigan (CCHA),74,10,12,22,-7,39,,,,,,,1.9
140,New York Rangers,Scott Stajcer,CA,G,18,,Owen Sound (OHL),,,,,,,,,,,,,
140,Pittsburgh Penguins,Kenny Agostino,US,LW,18,2021,Delbarton (High-NJ),86,8,22,30,-8,40,,,,,,,1.9
140,Los Angeles Kings,Joel Lowry,US,LW,19,,Victoria (WHL),,,,,,,,,,,,,
140,Detroit Red Wings,Michael McKee,CA,D,19,,Lincoln (USHL),,,,,,,,,,,,,
140,Nashville Predators,Teemu Kivihalme,US,D,18,,Burnsville (High-MN),,,,,,,,,,,,,
141,Ottawa Senators,Jim McKenzie,US,RW,20,,Sioux Falls (USHL),,,,,,,,,,,,,
141,Anaheim Ducks,Brian Salcido,US,D,20,2009,Colorado College (WCHA),2,0,1,1,2,0,,,,,,,0.3
141,New York Islanders,Kim Johansson,SE,W,18,,Malmo Jr. ( ),,,,,,,,,,,,,
141,Pittsburgh Penguins,Jake Muzzin,CA,D,18,2022,Sault Ste. Marie (OHL),673,68,223,291,60,393,,,,,,,57.6
141,New York Rangers,Chris Doyle,CA,C,18,,PEI (QMJHL),,,,,,,,,,,,,
141,Calgary Flames,Spencer Bennett,CA,LW,18,,Surrey (BCHL),,,,,,,,,,,,,
141,Detroit Red Wings,Petr Mrazek,CZ,G,18,2022,Ottawa (OHL),289,0,3,3,0,14,289,137,101,31,0.91,2.62,43.3
141,Phoenix Coyotes,Darian Dziurzynski,CA,LW,20,,Saskatoon (WHL),,,,,,,,,,,,,
141,Philadelphia Flyers,Reece Willcox,CA,D,18,,Merritt (BCHL),,,,,,,,,,,,,
141,San Jose Sharks,Michael Brodzinski,US,D,18,,Muskegon (USHL),,,,,,,,,,,,,
142,Atlanta Thrashers,Juraj Gracik,SK,RW,18,,Topolcany (Slovakia-2),,,,,,,,,,,,,
142,Buffalo Sabres,Nathan Gerbe,US,C,18,2021,U.S. National U-18 (USNTDP),435,63,88,151,-29,196,,,,,,,12.7
142,Columbus Blue Jackets,Maxime Frechette,CA,D,18,,Drummondville (QMJHL),,,,,,,,,,,,,
142,Montreal Canadiens,Andrew Conboy,US,LW,19,,Omaha (USHL),,,,,,,,,,,,,
142,New Jersey Devils,Kory Nagy,CA,LW,18,,Oshawa (OHL),,,,,,,,,,,,,
142,Philadelphia Flyers,Nic Riopel,CA,G,20,,Moncton (QMJHL),,,,,,,,,,,,,
142,Washington Capitals,Caleb Herbert,US,C,18,,Bloomington-Jeff. (High-MN),,,,,,,,,,,,,
142,Nashville Predators,Simon Karlsson,SE,D,18,,Malmo Jr. (Sweden-Jr.),,,,,,,,,,,,,
142,New York Rangers,Thomas Spelling,DK,RW,19,,Herning (Denmark),,,,,,,,,,,,,
142,Toronto Maple Leafs,Fabrice Herzog,CH,RW,18,,Zug Jr. (Swiss-Jr.),,,,,,,,,,,,,
143,Los Angeles Kings,Eric Neilson,CA,RW,20,,Rimouski (QMJHL),,,,,,,,,,,,,
143,Washington Capitals,Daren Machesney,CA,G,18,,Brampton (OHL),,,,,,,,,,,,,
143,San Jose Sharks,Ashton Rome,CA,RW,20,,Kamloops (WHL),,,,,,,,,,,,,
143,Calgary Flames,Mickey Renaud,CA,C,18,,Windsor (OHL),,,,,,,,,,,,,
143,Anaheim Ducks,Stefan Warg,SE,D,18,,Vasteras Jr. (Sweden-Jr.),,,,,,,,,,,,,
143,Vancouver Canucks,Peter Andersson,SE,D,18,,Vastra Frolunda Jr. ( ),,,,,,,,,,,,,
143,Buffalo Sabres,Gregg Sutch,CA,RW,18,,Mississauga (OHL),,,,,,,,,,,,,
143,Anaheim Ducks,Max Friberg,SE,LW,18,2016,Skovde (Sweden-3),6,0,0,0,-1,2,,,,,,,-0.1
143,Pittsburgh Penguins,Clark Seymour,CA,D,19,,Peterborough (OHL),,,,,,,,,,,,,
143,Buffalo Sabres,Anthony Florentino,US,D,18,,Selects U18 - South Kent (HIGH-CT),,,,,,,,,,,,,
144,Philadelphia Flyers,Chris Zarb,US,D,19,,Tri-City (WHL),,,,,,,,,,,,,
144,New York Islanders,Masi Marjamaki,FI,RW,20,2006,Moose Jaw (WHL),1,0,0,0,0,0,,,,,,,0
144,Los Angeles Kings,Martin Nolet,CA,D,19,,Champlain (QJHL),,,,,,,,,,,,,
144,Nashville Predators,Andreas Thuresson,SE,C,19,2011,Malmo ( ),25,1,2,3,-6,6,,,,,,,-0.2
144,Washington Capitals,Joel Broda,CA,C,18,,Moose Jaw (WHL),,,,,,,,,,,,,
144,New Jersey Devils,Derek Rodwell,CA,LW,19,,Okotoks (AJHL),,,,,,,,,,,,,
144,Toronto Maple Leafs,Sam Carrick,CA,C,18,2022,Brampton (OHL),90,13,14,27,-3,99,,,,,,,2.5
144,Pittsburgh Penguins,Dominik Uher,CZ,C,18,2015,Spokane (WHL),2,0,0,0,-1,0,,,,,,,-0.1
144,Dallas Stars,Henri Kiviaho,FI,G,18,,Kalpa Jr. (Finland-Jr.),,,,,,,,,,,,,
144,Washington Capitals,Blake Heinrich,US,D,18,,Sioux City (USHL),,,,,,,,,,,,,
145,Buffalo Sabres,Michal Valent,SI,G,18,,Martin Jr. (Slovak-Jr.),,,,,,,,,,,,,
145,Carolina Hurricanes,Tim Kunes,US,D,18,,N.E. Jr. Falcons (EJHL),,,,,,,,,,,,,
145,Philadelphia Flyers,Jon Rheault,US,RW,20,2013,Providence ( ),5,0,0,0,0,0,,,,,,,-0.1
145,Vancouver Canucks,Charles-Antoine Messier,CA,C,18,,Baie-Comeau (QMJHL),,,,,,,,,,,,,
145,Minnesota Wild,Eero Elo,FI,LW,18,,Lukko Rauma Jr. (Finland-Jr.),,,,,,,,,,,,,
145,Washington Capitals,Brett Flemming,CA,D,18,,Mississauga St. Michael's (OHL),,,,,,,,,,,,,
145,Vancouver Canucks,Adam Polasek,CZ,D,19,,P.E.I. (QMJHL),,,,,,,,,,,,,
145,Detroit Red Wings,Philippe Hudon,CA,C/RW,18,,Choate-Rosemary (High-CT),,,,,,,,,,,,,
145,Boston Bruins,Cody Payne,GB,RW,18,,Plymouth (OHL),,,,,,,,,,,,,
145,Vancouver Canucks,Anton Cederholm,SE,D,18,,Rogle Jr. (Sweden-Jr.),,,,,,,,,,,,,
146,Edmonton Oilers,Bryan Young,CA,D,18,2008,Peterborough (OHL),17,0,0,0,-9,10,,,,,,,-0.5
146,Dallas Stars,Tom Wandell,SE,C,18,2013,Sodertalje Jr. (Sweden-Jr.),229,20,23,43,-9,52,,,,,,,1.9
146,Nashville Predators,Mark Dekanich,CA,G,20,2011,Colgate ( ),1,0,0,0,0,0,1,0,0,0,0.88,3.6,0.1
146,Vancouver Canucks,Ilja Kablukov,RU,C,19,,CSKA Moscow (Russia),,,,,,,,,,,,,
146,San Jose Sharks,Julien Demers,CA,D,18,,Ottawa (OHL),,,,,,,,,,,,,
146,Ottawa Senators,Jeff Costello,US,LW,18,,Cedar Rapids (USHL),,,,,,,,,,,,,
146,Toronto Maple Leafs,Daniel Brodin,SE,LW,20,,Djurgarden (Sweden),,,,,,,,,,,,,
146,Detroit Red Wings,Mattias Backman,SE,D,18,,Linkoping Jr. (Sweden-Jr.),,,,,,,,,,,,,
146,St. Louis Blues,Francois Tremblay,CA,G,18,,Val-D'Or (QMJHL),,,,,,,,,,,,,
146,Los Angeles Kings,Patrik Bartosak,CZ,G,20,,Red Deer (WHL),,,,,,,,,,,,,
147,Nashville Predators,Janne Niskala,SE,D,22,2009,Lukko Rauma (Finland),6,1,2,3,0,6,,,,,,,0.5
147,New York Rangers,Trevor Koverko,CA,D,18,,Owen Sound (OHL),,,,,,,,,,,,,
147,Buffalo Sabres,Alex Biega,CA,D,18,2022,Salisbury (High-CT),243,4,38,42,-26,122,,,,,,,7.6
147,Buffalo Sabres,Jean-Simon Allard,CA,C,18,,St. John's (QMJHL),,,,,,,,,,,,,
147,Tampa Bay Lightning,Kyle DeCoste,CA,RW,18,,Brampton (OHL),,,,,,,,,,,,,
147,San Jose Sharks,Phil Varone,CA,C,18,2019,London (OHL),97,8,9,17,-20,26,,,,,,,0.3
147,Montreal Canadiens,Brendan Gallagher,CA,RW,18,2022,Vancouver (WCHL),619,191,178,369,60,373,,,,,,,46.5
147,Washington Capitals,Patrick Koudys,CA,D,18,,RPI (ECAC),,,,,,,,,,,,,
147,Vancouver Canucks,Ben Hutton,CA,D,19,2022,Nepean (CCHL),413,17,82,99,-81,152,,,,,,,15.5
147,Anaheim Ducks,Grant Besse,US,RW,19,,Benilde-St.Margaret's (High-MN),,,,,,,,,,,,,
148,New York Islanders,Steve Regier,CA,LW,20,2009,Medicine Hat (WHL),26,3,1,4,-3,8,,,,,,,0.3
148,Phoenix Coyotes,Anton Krysanov,RU,C,18,,Lada Togliatti 2 (Russia-3),,,,,,,,,,,,,
148,New Jersey Devils,Olivier Magnan,CA,D,20,2011,Rouyn Noranda (QMJHL),18,0,0,0,-4,4,,,,,,,0.2
148,Detroit Red Wings,Randy Cameron,CA,C,18,,Moncton (QMJHL),,,,,,,,,,,,,
148,New York Islanders,Matt Martin,CA,LW,19,2022,Sarnia (OHL),787,69,77,146,-44,1024,,,,,,,7.2
148,Tampa Bay Lightning,Michael Zador,CA,G,18,,Oshawa (OHL),,,,,,,,,,,,,
148,Los Angeles Kings,Kevin Gravel,US,D,18,2020,Sioux City (USHL),109,1,12,13,-2,12,,,,,,,3.3
148,Tampa Bay Lightning,Nikita Nesterov,RU,D,18,2021,Chelyabinsk Jr. (Russia-Jr.),170,9,28,37,-10,101,,,,,,,6.8
148,Phoenix Coyotes,Niklas Tikkinen,FI,D,18,,Blues Jr. (Finland-Jr.),,,,,,,,,,,,,
148,Los Angeles Kings,Jonny Brodzinski,US,C,20,2022,St. Cloud State (WCHA),67,7,6,13,7,16,,,,,,,1.3
149,Philadelphia Flyers,Gino Pisellini,US,RW,18,,Plymouth (OHL),,,,,,,,,,,,,
149,San Jose Sharks,Derek Joslin,CA,D,18,2013,Ottawa (OHL),116,4,12,16,-14,63,,,,,,,2.4
